,Datetime,Tweet Id,Text
23,2020-07-03 06:35:49,1278940491791417344,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
24,2020-07-03 06:34:40,1278940201444917248,Polls show Trump isn't the president we want — but he is the one we deserve https://t.co/GvzrqD7fwk
25,2020-07-03 06:32:43,1278939712347086849,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
26,2020-07-03 06:23:11,1278937310566862848,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
27,2020-07-03 06:16:47,1278935703724920833,"Does the Next Presidential Election Even Matter?
THE SAKER • JULY 2, 2020 USA DNC GOP 
https://t.co/bvbaRnySdU"
28,2020-07-03 06:15:49,1278935458035032065,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
29,2020-07-03 06:14:02,1278935011207467013,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
30,2020-07-03 06:10:46,1278934187706327040,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
31,2020-07-03 06:06:50,1278933198978809857,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
32,2020-07-03 06:04:44,1278932671343636480,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
33,2020-07-03 06:03:49,1278932439633666048,RT @ken_grinder: This next Election in 2020.  I WILL NOT be voting against the Democratic Candidate!!!  I WILL BE VOTING AGAINST THE DEMOCR…
34,2020-07-03 05:50:35,1278929110010478592,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
35,2020-07-03 05:49:48,1278928910487437312,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
36,2020-07-03 05:48:57,1278928698020749312,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
37,2020-07-03 05:44:53,1278927676120711170,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
38,2020-07-03 05:34:41,1278925105876385793,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
39,2020-07-03 05:33:08,1278924718456930306,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
40,2020-07-03 05:25:28,1278922786187153408,https://t.co/keLb4g3oGe
41,2020-07-03 05:24:33,1278922555772944384,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
42,2020-07-03 05:18:52,1278921125834231813,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
43,2020-07-03 05:18:10,1278920951015469056,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
44,2020-07-03 05:16:54,1278920630193123328,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
45,2020-07-03 05:16:30,1278920532696555520,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
46,2020-07-03 05:14:09,1278919941010358272,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
47,2020-07-03 05:09:17,1278918715170586626,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
48,2020-07-03 05:05:01,1278917642544467968,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
49,2020-07-03 05:02:18,1278916958751264768,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
50,2020-07-03 05:01:30,1278916756115841024,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
51,2020-07-03 04:59:51,1278916342729412608,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
52,2020-07-03 04:59:24,1278916228547964928,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
53,2020-07-03 04:56:30,1278915497031917568,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
54,2020-07-03 04:53:25,1278914720477655041,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
55,2020-07-03 04:53:19,1278914697606152194,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
56,2020-07-03 04:51:06,1278914137876123648,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
57,2020-07-03 04:49:09,1278913647926894592,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
58,2020-07-03 04:45:16,1278912669756555264,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
59,2020-07-03 04:44:25,1278912457487122432,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
60,2020-07-03 04:43:16,1278912167463526401,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
61,2020-07-03 04:40:39,1278911509826076672,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
62,2020-07-03 04:40:38,1278911505837285377,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
63,2020-07-03 04:39:57,1278911334705516546,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
64,2020-07-03 04:35:08,1278910118936141831,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
65,2020-07-03 04:34:39,1278910000908419078,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
66,2020-07-03 04:34:11,1278909881236496384,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
67,2020-07-03 04:32:40,1278909500968370176,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
68,2020-07-03 04:32:00,1278909333053607936,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
69,2020-07-03 04:31:49,1278909285821485056,"RT @AmericaElige: USA, Pew Research poll:

Presidential Election

Biden (Dems, centre-left): 54%
Trump (GOP, conservative): 44%

Fieldwork:…"
70,2020-07-03 04:30:56,1278909062088982528,"RT @jamieob256: @neal_katyal What are they trying to cover up now? They are up to their old tricks, this time with the USA at USAO-EDNY. An…"
71,2020-07-03 04:30:20,1278908914990567424,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
72,2020-07-03 04:29:57,1278908816848011264,"RT @GrahameLucas: Polls show Trump isn't the president America wants. But spiking coronavirus rates show he is the president we deserve
htt…"
73,2020-07-03 04:29:20,1278908662803623936,"RT @GrahameLucas: Polls show Trump isn't the president America wants. But spiking coronavirus rates show he is the president we deserve
htt…"
74,2020-07-03 04:28:58,1278908570226974720,"RT @CourageCA: ""Mail-In Voting, on the other hand, will lead to the most corrupt Election is USA history. Bad things happen with Mail-Ins,""…"
75,2020-07-03 04:28:31,1278908456250904579,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
76,2020-07-03 04:27:40,1278908241938771969,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
77,2020-07-03 04:27:28,1278908192991436800,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
78,2020-07-03 04:24:31,1278907450477776897,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
79,2020-07-03 04:23:06,1278907092426821632,@iyer_rn @rvaidya2000 @Aabhas24 @sgurumurthy @kanimozhi @girishalva @prafullaketkar @Prof_Hariom @ranganaathan… https://t.co/UdElj1J1WY
80,2020-07-03 04:19:54,1278906287963566081,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
81,2020-07-03 04:17:14,1278905618045247489,"Opinion: Polls show Trump isn't the president we want — but he is the one we deserve 
This piece is about the State… https://t.co/jdCCT3bsoh"
82,2020-07-03 04:16:37,1278905462948323334,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
83,2020-07-03 04:16:11,1278905352906571776,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
84,2020-07-03 04:14:52,1278905019824308225,"Opinion: Polls show Trump isn't the president we want — but he is the one we deserve 
This piece is about the State… https://t.co/xBBeEXzeAk"
85,2020-07-03 04:14:08,1278904835782455297,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
86,2020-07-03 04:13:19,1278904630248906753,"RT @pASob_dESIGN: pASob's Dump #Trump #2020

https://t.co/NHAFMi6FAz

@pASob_dESIGN
#donaldtrump #election #election2020 #usa #antitrump #r…"
87,2020-07-03 04:11:59,1278904296499671043,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
88,2020-07-03 04:09:55,1278903773738532865,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
89,2020-07-03 04:08:30,1278903420494151681,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
90,2020-07-03 04:07:55,1278903271814393858,RT @realDonaldTrump: Mail-In Ballots will lead to massive electoral fraud and a rigged 2020 Election. Look at all of the cases and examples…
91,2020-07-03 04:06:23,1278902884407500802,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
92,2020-07-03 04:03:54,1278902261863727104,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
93,2020-07-03 04:03:07,1278902062827343872,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
94,2020-07-03 04:01:19,1278901612602363910,"pASob's Dump #Trump #2020

https://t.co/NHAFMi6FAz

@pASob_dESIGN
#donaldtrump #election #election2020 #usa… https://t.co/9hXnPODdl2"
95,2020-07-03 04:00:09,1278901315419201537,Polls show Trump isn't the president America wants. But spiking coronavirus rates show he is the president we deser… https://t.co/1Mcsb3OrDF
96,2020-07-03 03:59:54,1278901252903100422,"RT @NNNOfAmerica: The Clifford G. Fleetwood Companies International USA, Wall Street, New York, Will Donate $100,000.00 To The National Rep…"
97,2020-07-03 03:59:13,1278901080802426881,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
98,2020-07-03 03:57:26,1278900633236619265,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
99,2020-07-03 03:56:25,1278900375815217152,RT @jennycohn1: Link to Audit USA's press release re: the destruction of election records by Florida election officials and the lawsuit it…
